[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, create_zip_archive, wrapup
[2024-11-05 16:07:39] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-05 16:07:40] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-05 16:07:40] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-05 16:07:40] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-05 16:07:42] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859\
[2024-11-05 16:07:42] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/blog/
[2024-11-05 16:07:42] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/blog/sitemap.xml
[2024-11-05 16:07:42] [class-yoast-integration.php:86] Adding sitemap URL to queue: http://localhost/blog/sitemap_index.xml
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e9b1a9e-R4sovA.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/app/site-editor/single-post.svg
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:09] [class-ss-page.php:119] Checking Content Identical:b517a8a702e64480a97872dc48a98f524db36a3b===. Value: FALSE
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/blur.png
[2024-11-05 16:08:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:20; Total: 617
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e9bb1ab-GzmlqY.tmp
[2024-11-05 16:08:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/blur.png?simply_static_page=4263
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/blur.png?simply_static_page=4263
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:103] Filesize: 11597 bytes
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/blur.png
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e9bb1ab-GzmlqY.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/blur.png
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:09] [class-ss-page.php:119] Checking Content Identical:6a3b5277a0f641d2aa66224468fc4457f3bc317a===. Value: FALSE
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/containers-announcement.png
[2024-11-05 16:08:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:19; Total: 617
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e9c1cd3-RUnrEk.tmp
[2024-11-05 16:08:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/containers-announcement.png?simply_static_page=4264
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/containers-announcement.png?simply_static_page=4264
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:103] Filesize: 112752 bytes
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/containers-announcement.png
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e9c1cd3-RUnrEk.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/containers-announcement.png
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:09] [class-ss-page.php:119] Checking Content Identical:5bbee303c684d1aa9a2c35f733d73d2ea45783fc===. Value: FALSE
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/contrast.png
[2024-11-05 16:08:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:18; Total: 617
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e9c93df-gvexQp.tmp
[2024-11-05 16:08:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/contrast.png?simply_static_page=4265
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/contrast.png?simply_static_page=4265
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:103] Filesize: 1218 bytes
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/contrast.png
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e9c93df-gvexQp.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/contrast.png
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:09] [class-ss-page.php:119] Checking Content Identical:7545593f528267cb76d93078da751b38cd6b9096===. Value: FALSE
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/eyedropper.svg
[2024-11-05 16:08:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:17; Total: 617
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e9cf6cc-UyNCDP.tmp
[2024-11-05 16:08:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/eyedropper.svg?simply_static_page=4266
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/eyedropper.svg?simply_static_page=4266
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:103] Filesize: 1803 bytes
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/eyedropper.svg
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e9cf6cc-UyNCDP.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/eyedropper.svg
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:09] [class-ss-page.php:119] Checking Content Identical:bcbaf3bcd08f16f08f661836216078f22b36f5cb===. Value: FALSE
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2024-11-05 16:08:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:16; Total: 617
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e9d6630-enwYos.tmp
[2024-11-05 16:08:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg?simply_static_page=4267
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg?simply_static_page=4267
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:103] Filesize: 14979 bytes
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e9d6630-enwYos.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/go-pro-wp-dashboard.svg
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:09] [class-ss-page.php:119] Checking Content Identical:8b1417a18cd55b42b6fa417b1575b33d97590319===. Value: FALSE
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/go-pro.svg
[2024-11-05 16:08:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:15; Total: 617
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e9e25aa-ZijMlx.tmp
[2024-11-05 16:08:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/go-pro.svg?simply_static_page=4268
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/go-pro.svg?simply_static_page=4268
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:103] Filesize: 20586 bytes
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/go-pro.svg
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e9e25aa-ZijMlx.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/go-pro.svg
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:09] [class-ss-page.php:119] Checking Content Identical:7fca93445da0d97907f27b3ead186d7f4f97a715===. Value: FALSE
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/information.svg
[2024-11-05 16:08:09] [class-ss-task.php:58] [PAGES STATUS] Remaining:14; Total: 617
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42e9eacbe-nY9oq1.tmp
[2024-11-05 16:08:09] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/information.svg?simply_static_page=4269
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/information.svg?simply_static_page=4269
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:103] Filesize: 5812 bytes
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/information.svg
[2024-11-05 16:08:09] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42e9eacbe-nY9oq1.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/information.svg
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:09] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:09] [class-ss-page.php:119] Checking Content Identical:7304539ba7bbf5cf729965b378f142201e8142fc===. Value: FALSE
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2024-11-05 16:08:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:13; Total: 617
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42ea07029-pau5Uz.tmp
[2024-11-05 16:08:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/kit-is-live.svg?simply_static_page=4270
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/kit-is-live.svg?simply_static_page=4270
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:103] Filesize: 68937 bytes
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42ea07029-pau5Uz.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/kit-is-live.svg
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:10] [class-ss-page.php:119] Checking Content Identical:8918e18e33502ccb9165df6ddf760fff98a87095===. Value: FALSE
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2024-11-05 16:08:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:12; Total: 617
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42ea159e6-4pt3ez.tmp
[2024-11-05 16:08:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/left-1.png?simply_static_page=4271
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/left-1.png?simply_static_page=4271
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:103] Filesize: 48288 bytes
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42ea159e6-4pt3ez.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/library-connect/left-1.png
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:10] [class-ss-page.php:119] Checking Content Identical:e9c0b9f87ec963b06b9b715010b7bcf71936e570===. Value: FALSE
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2024-11-05 16:08:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:11; Total: 617
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42ea1feab-4gEcYg.tmp
[2024-11-05 16:08:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/left-2.png?simply_static_page=4272
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/left-2.png?simply_static_page=4272
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:103] Filesize: 97785 bytes
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42ea1feab-4gEcYg.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/library-connect/left-2.png
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:10] [class-ss-page.php:119] Checking Content Identical:4b6ac2a09a33c44bc8d220634d97c148cd87b2d6===. Value: FALSE
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2024-11-05 16:08:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 617
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42ea29c8f-tAMxEz.tmp
[2024-11-05 16:08:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/right-1.png?simply_static_page=4273
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/right-1.png?simply_static_page=4273
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:103] Filesize: 83948 bytes
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42ea29c8f-tAMxEz.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/library-connect/right-1.png
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:10] [class-ss-page.php:119] Checking Content Identical:5f63f87015e9cdacc34c0d2183737764fa4c012e===. Value: FALSE
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2024-11-05 16:08:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 617
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42ea33c37-8tdvM1.tmp
[2024-11-05 16:08:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/right-2.png?simply_static_page=4274
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/library-connect/right-2.png?simply_static_page=4274
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:103] Filesize: 74624 bytes
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42ea33c37-8tdvM1.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/library-connect/right-2.png
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:10] [class-ss-page.php:119] Checking Content Identical:977327d1ccbae6501d4396809878c8b151d264fb===. Value: FALSE
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/logo-icon.png
[2024-11-05 16:08:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 617
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42ea3fd2a-vvbr9I.tmp
[2024-11-05 16:08:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/logo-icon.png?simply_static_page=4275
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/logo-icon.png?simply_static_page=4275
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:103] Filesize: 1254 bytes
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/logo-icon.png
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\pc\AppData\Local\Temp/672a42ea3fd2a-vvbr9I.tmp to C:\xampp\htdocs\blog/wp-content/uploads\simply-static\temp-files/simply-static-1-1730822859/wp-content/plugins/elementor/assets/images/logo-icon.png
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-05 16:08:10] [class-ss-page.php:119] Checking Content Identical:e702e7f7fde9d9ed77c3c554e617a6eb3257e60f===. Value: FALSE
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/logo-panel.svg
[2024-11-05 16:08:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 617
[2024-11-05 16:08:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\pc\AppData\Local\Temp/672a42ea478f6-ouUdYO.tmp
[2024-11-05 16:08:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/blog/wp-content/plugins/elementor/assets/images/logo-panel.svg?simply_static_page=4276
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/blog/wp-content/plugins/elementor/assets/images/logo-panel.svg?simply_static_page=4276
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:103] Filesize: 3455 bytes
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/svg+xml
[2024-11-05 16:08:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/images/logo-panel.svg
